Num_pub;Pays pub;Nb pays;Date prior;Date est expi;Date expi;Statut;Classification;Entreprise;Year pub;Year exp;Duree active
US10757264B2;US;11;2012-09-24;0000-00-00;2017-04-03;Status Active;H; Afiniti Ltd;2012;2017;5
US10893462B2;US;6;2013-02-25;0000-00-00;2014-01-30;Status Active;H; Telefonaktiebolaget LM Ericsson AB;2013;2014;1
US10797145B2;US;11;2009-07-21;0000-00-00;2013-03-19;Status Active;H; Rohm Co Ltd;2009;2013;4
US10874491B2;US;15;2013-01-08;0000-00-00;2013-06-08;Status Active;G; Align Technology Inc;2013;2013;0
US10630343B2;US;12;2015-04-28;0000-00-00;2015-04-27;Status Active;G; AT&T Intellectual Property I LP;2015;2015;0
US10729951B2;US;18;2002-08-11;0000-00-00;2011-08-04;Status Active;A; TaylorMade Golf Co Inc;2002;2011;9
US10884386B2;US;8;2009-05-18;0000-00-00;2010-05-18;Status Active;G; Alarm com Inc;2009;2010;1
US10622722B2;US;3;2018-08-13;0000-00-00;2018-08-07;Status Active;H; AT&T Intellectual Property I LP;2018;2018;0
US10774373B2;US;31;2008-09-26;0000-00-00;2014-09-16;Status Active;G; US Department of Health and Human Services Childrens Medical Center Corp;2008;2014;6
US10623092B2;US;8;2006-12-10;0000-00-00;2007-06-06;Status Active;G; AT&T Corp AT&T Intellectual Property II LP;2006;2007;1
US10510341B1;US;12;2006-10-16;0000-00-00;2008-09-15;Status Active;G; Vb Assets LLC;2006;2008;2
US10604788B2;US;7;2004-03-05;0000-00-00;2006-03-06;Status Active;B; HandyLab Inc;2004;2006;2
US10711257B2;US;36;2011-12-30;0000-00-00;2014-04-10;Status Active;C; Caribou Biosciences Inc;2011;2014;3
US10658492B2;US;8;2009-04-09;0000-00-00;2009-10-14;Status Active;H; Taiwan Semiconductor Manufacturing Co TSMC Ltd;2009;2009;0
US10786239B2;US;15;2006-01-25;0000-00-00;2020-01-02;Status Active;A; Childrens Medical Center Corp;2006;2020;14
US10586244B2;US;23;2012-11-06;0000-00-00;2013-05-18;Status Active;G; Retailmenot Inc;2012;2013;1
US10566846B2;US;31;2007-06-14;0000-00-00;2014-03-06;Status Active;H; Ossia Inc;2007;2014;7
US10851385B2;US;31;2008-02-29;0000-00-00;2010-12-08;Status Active;Y; Monsanto Technology LLC;2008;2010;2
US10517584B1;US;5;2007-02-13;0000-00-00;2009-05-05;Status Active;A; P Tech LLC;2007;2009;2
US10703567B2;US;10;2014-10-14;0000-00-00;2016-03-29;Status Active;G; Nextshift Robotics Inc;2014;2016;2
US10682242B2;US;5;2008-02-12;0000-00-00;2019-10-16;Status Active;A; Intellijoint Surgical Inc;2008;2019;11
US10771860B2;US;23;2011-03-08;0000-00-00;2011-09-14;Status Active;H; INTENT IQ LLC;2011;2011;0
US10516103B1;US;14;2011-10-06;0000-00-00;2011-06-07;Status Active;G; Everspin Technologies Inc;2011;2011;0
US10795544B2;US;4;2014-02-20;0000-00-00;2020-06-04;Status Active;G; Palantir Technologies Inc;2014;2020;6
US10867459B2;US;9;2012-08-16;0000-00-00;2016-03-04;Status Active;G; Schlage Lock Company LLC;2012;2016;4
AU2019222880B2;AU;9;2016-11-06;0000-00-00;2019-02-28;Status Active;G; Apple Inc;2016;2019;3
US10785596B2;US;19;2012-08-30;0000-00-00;2013-07-13;Status Active;H; eBay Inc;2012;2013;1
US10777600B2;US;19;2009-10-29;0000-00-00;2014-08-21;Status Active;H; Sony Corp;2009;2014;5
US10606014B2;US;22;2008-08-29;0000-00-00;2014-01-14;Status Active;G; Corning Optical Communications LLC;2008;2014;6
US10503465B1;US;21;2011-12-30;0000-00-00;2015-03-12;Status Active;G; Sonos Inc;2011;2015;4
US10854638B2;US;34;2009-07-31;0000-00-00;2010-07-15;Status Active;G; Semiconductor Energy Laboratory Co Ltd;2009;2010;1
US10706284B2;US;16;2007-11-07;0000-00-00;2015-11-20;Status Active;G; Avigilon Patent Holding 1 Corp;2007;2015;8
US10601378B2;US;9;2011-06-13;0000-00-00;2015-08-28;Status Active;H; Commscope Technologies LLC;2011;2015;4
US10716936B2;US;11;2009-09-06;0000-00-00;2010-08-18;Status Active;A; SetPoint Medical Corp;2009;2010;1
US10735364B2;US;31;2005-09-12;0000-00-00;2017-09-07;Status Active;G; Ebuddy Technologies Bv;2005;2017;12
US10827773B2;US;24;2006-10-24;0000-00-00;2009-04-20;Status Active;A; Givaudan SA;2006;2009;3
US10709332B2;US;15;2005-06-21;0000-00-00;2006-05-02;Status Active;G; Dexcom Inc;2005;2006;1
US10674293B2;US;26;2012-06-28;0000-00-00;2015-09-24;Status Active;G; Sonos Inc;2012;2015;3
US10841292B2;US;16;2012-02-24;0000-00-00;2016-06-30;Status Active;G; Nant Holdings IP LLC;2012;2016;4
US10803113B2;US;9;2007-11-16;0000-00-00;2018-02-12;Status Active;G; Divx CF Holdings LLC;2007;2018;11
US10893055B2;US;10;2015-03-18;0000-00-00;2017-01-11;Status Active;H; Snap Inc Snapchat Inc;2015;2017;2
US10743288B2;US;57;2013-01-03;0000-00-00;2019-11-30;Status Active;Y; Apple Inc Intel Corp;2013;2019;6
US10749907B2;US;4;2011-03-18;0000-00-00;2016-05-13;Status Active;G; Zscaler Inc;2011;2016;5
US10652054B2;US;2;2014-11-20;0000-00-00;2017-09-28;Status Active;H; AT&T Intellectual Property I LP;2014;2017;3
US10817031B2;US;12;2002-06-27;0000-00-00;2009-05-27;Status Active;G; Intel Corp;2002;2009;7
AU2019257542B2;AU;16;2012-06-11;0000-00-00;2020-05-24;Status Active;A; Medline Industries Inc;2012;2020;8
US10579991B2;US;5;2017-10-24;0000-00-00;2017-10-23;Status Active;G; Capital One Services LLC;2017;2017;0
US10742997B2;US;21;2010-05-30;0000-00-00;2011-06-16;Status Active;H; LG Electronics Inc;2010;2011;1
US10828296B2;US;61;2003-05-15;0000-00-00;2004-11-29;Status Active;C; Ampio Pharmaceuticals Inc;2003;2004;1
US10829502B2;US;42;2009-06-29;0000-00-00;2015-01-07;Status Active;C; Incyte Corp Incyte Holdings Corp;2009;2015;6
US10628480B2;US;8;2000-11-15;0000-00-00;2018-04-11;Status Active;G; ANGEL TECHNOLOGIES LLC;2000;2018;18
US10757036B2;US;15;2009-08-31;0000-00-00;2010-09-01;Status Active;G; Accenture Global Services Ltd;2009;2010;1
US10770799B2;US;3;2017-06-12;['2037-12-06'];2017-12-06;Status Active;H; AT&T Intellectual Property I LP;2017;2017;0
US10885561B2;US;3;2007-11-14;0000-00-00;2014-09-18;Status Active;G; Panjiva Inc;2007;2014;7
US10849064B2;US;5;2010-10-13;0000-00-00;2019-07-23;Status Active;Y; Corning Optical Communications LLC;2010;2019;9
US10747570B2;US;3;2012-07-17;0000-00-00;2012-09-04;Status Active;G; Nutanix Inc;2012;2012;0
US10803994B2;US;19;2013-01-15;0000-00-00;2013-09-25;Status Active;G; CathWorks Ltd;2013;2013;0
US10831375B2;US;19;2010-06-24;0000-00-00;2016-04-11;Status Active;G; International Business Machines Corp;2010;2016;6
US10803097B2;US;2;2016-10-06;0000-00-00;2018-10-10;Status Active;G; OneTrust LLC;2016;2018;2
US10846261B2;US;2;2016-10-06;0000-00-00;2018-04-23;Status Active;G; OneTrust LLC;2016;2018;2
AU2019246891B2;AU;25;2012-07-25;0000-00-00;2020-03-25;Status Active;A; Precision Planting LLC;2012;2020;8
US10719231B2;US;11;2008-03-19;0000-00-00;2009-03-25;Status Active;G; Universal Electronics Inc;2008;2009;1
US10714948B2;US;13;2002-11-22;0000-00-00;2004-09-07;Status Active;Y; Milwaukee Electric Tool Corp;2002;2004;2
US10845916B2;US;12;2008-09-16;0000-00-00;2015-08-18;Status Active;G; Japan Display Inc;2008;2015;7
US10825278B2;US;12;2015-05-01;0000-00-00;2019-08-09;Status Active;G; Locator X Inc;2015;2019;4
US10772591B2;US;7;2008-08-12;0000-00-00;2020-10-13;Status Active;G; Hologic Inc;2008;2020;12
US10868491B2;US;16;2013-12-13;0000-00-00;2019-08-29;Status Active;Y; Wencon Development Inc dba Quick Mount Pv;2013;2019;6
US10764862B2;US;10;2016-06-21;0000-00-00;2017-06-15;Status Active;H; Samsung Electronics Co Ltd;2016;2017;1
US10773251B2;US;20;2011-06-10;0000-00-00;2013-01-07;Status Active;B; Johnson Matthey PLC Johnson Matthey Japan GK;2011;2013;2
US10699115B2;US;33;2008-03-03;0000-00-00;2016-04-27;Status Active;G; Avigilon Analytics Corp;2008;2016;8
US10692506B2;US;6;2011-09-23;0000-00-00;2011-09-23;Status Active;G; Amazon Technologies Inc;2011;2011;0
US10562755B2;US;13;2006-07-07;0000-00-00;2013-06-05;Status Active;B; Fairlife LLC;2006;2013;7
US10695349B2;US;22;2000-04-25;0000-00-00;2002-02-15;Status Active;C; Icos Corp;2000;2002;2
US10652585B2;US;34;2008-03-28;0000-00-00;2015-07-01;Status Active;H; Dolby International AB;2008;2015;7
US10804964B2;US;14;2014-10-21;0000-00-00;2014-10-20;Status Active;H; AT&T Intellectual Property I LP;2014;2014;0
US10653841B2;US;139;2003-03-03;0000-00-00;2007-09-04;Status Active;A; Sanofi Aventis Deutschland GmbH;2003;2007;4
US10792542B2;US;7;2010-01-06;0000-00-00;2012-07-12;Status Active;A; TaylorMade Golf Co Inc;2010;2012;2
US10561835B2;US;6;2006-10-31;['2026-10-31'];2007-01-10;Status Active;A; Medtronic Inc;2006;2007;1
US10867576B2;US;35;2002-12-25;0000-00-00;2003-12-19;Status Active;G; Semiconductor Energy Laboratory Co Ltd;2002;2003;1
US10575125B2;US;20;2012-04-12;0000-00-00;2012-12-03;Status Active;G; eBay Inc;2012;2012;0
US10674772B2;US;20;2014-06-27;0000-00-00;2017-01-25;Status Active;B; JT International SA;2014;2017;3
US10855774B2;US;15;2011-11-17;0000-00-00;2011-12-12;Status Active;G; Fresenius Medical Care Holdings Inc;2011;2011;0
US10827151B2;US;8;2007-04-30;0000-00-00;2014-11-25;Status Active;G; Mobileye Vision Technologies Ltd;2007;2014;7
US10663570B2;US;5;2014-12-19;0000-00-00;2015-01-05;Status Active;G; Here Global BV;2014;2015;1
US10803067B2;US;14;2010-08-30;0000-00-00;2017-09-29;Status Active;G; Google LLC;2010;2017;7
US10874350B2;US;8;2013-12-16;0000-00-00;2013-12-16;Status Active;G; Blue Ocean Laboratories Inc;2013;2013;0
US10518655B2;US;3;2011-05-04;0000-00-00;2012-04-26;Status Active;G; Hartford Fire Insurance Co;2011;2012;1
US10813926B2;US;43;2008-09-19;0000-00-00;2011-04-13;Status Active;C; Concert Pharmaceuticals Inc;2008;2011;3
US10509271B2;US;53;2006-05-16;0000-00-00;2007-04-19;Status Active;G; Semiconductor Energy Laboratory Co Ltd;2006;2007;1
US10818160B2;US;4;2013-06-02;0000-00-00;2017-12-28;Status Active;G; Life Protector LLC;2013;2017;4
US10819034B2;US;3;2016-08-12;['2036-12-08'];2016-12-03;Status Active;H; AT&T Intellectual Property I LP;2016;2016;0
US10893078B2;US;8;2008-02-04;0000-00-00;2012-10-08;Status Active;G; Twilio Inc;2008;2012;4
US10750026B2;US;7;2007-10-01;0000-00-00;2020-02-17;Status Active;G; TVG LLC;2007;2020;13
US10867313B2;US;6;2011-06-30;0000-00-00;2020-12-11;Status Active;G; Zynga Inc;2011;2020;9
US10750037B2;US;8;2010-08-02;0000-00-00;2015-05-15;Status Active;G; Sharp Corp;2010;2015;5
US10840867B2;US;12;2013-05-06;0000-00-00;2013-07-08;Status Active;H; Sonos Inc;2013;2013;0
US10856032B2;US;4;2012-04-12;0000-00-00;2016-10-10;Status Active;G; Interaxon Inc;2012;2016;4
US10441269B1;US;10;2005-05-10;0000-00-00;2006-04-18;Status Active;A; P Tech LLC;2005;2006;1
US10661074B2;US;12;2006-02-24;0000-00-00;2016-05-26;Status Active;A; Medtronic Inc;2006;2016;10
US10631176B2;US;3;2018-12-09;['2038-09-12'];2018-09-06;Status Active;H; AT&T Intellectual Property I LP;2018;2018;0
US10791351B2;US;21;2004-07-30;0000-00-00;2016-06-18;Status Active;G; Broadband ITV Inc;2004;2016;12
US10880407B2;US;3;2014-01-07;0000-00-00;2019-11-14;Status Active;Y; Oxio Corp;2014;2019;5
US10783686B2;US;10;2013-07-05;0000-00-00;2013-06-12;Status Active;G; Palantir Technologies Inc;2013;2013;0
US7118879B2;US;10;1988-02-09;0000-00-00;2018-10-10;Status Expire;A; Dyax Corp;1988;2018;30
US6747143B2;US;58;1989-07-06;0000-00-00;2012-06-08;Status Expire;Y; Affymetrix Inc;1989;2012;23
USRE44962E1;US;34;1986-11-03;0000-00-00;2015-08-07;Status Active;A; Bayer CropScience NV Biogen MA Inc;1986;2015;29
US7893007B2;US;35;1989-01-09;0000-00-00;2015-10-28;Status Expire;A; Dyax Corp;1989;2015;26
US8758344B2;US;4;1988-06-13;0000-00-00;2018-06-24;Status Expire;A; Warsaw Orthopedic Inc;1988;2018;30
US9106522B2;US;11;1987-07-05;0000-00-00;2019-08-11;Status Expire;G; Ricoh Co Ltd;1987;2019;32
US7629178B2;US;5;1989-02-17;0000-00-00;2020-10-29;Status Expire;G; Alere Switzerland GmbH Abbott Rapid Diagnostics International ULC;1989;2020;31
US8311723B2;US;3;1989-12-06;0000-00-00;2017-07-11;Status Expire;Y; McAlister Technologies LLC Advanced Green Innovations LLC;1989;2017;28
US7499340B2;US;9;1988-01-11;0000-00-00;2013-03-03;Status Expire;G; Hitachi Ltd;1988;2013;25
US8027194B2;US;8;2008-06-13;0000-00-00;2009-06-09;Status Active;G; Samsung Electronics Co Ltd;2008;2009;1
US8160390B1;US;3;1970-01-21;0000-00-00;2016-08-18;Status Expire;G; Legend3D Inc;1970;2016;46
US7738865B2;US;3;1989-06-29;0000-00-00;2018-06-15;Status Expire;Y; Symbol Technologies LLC;1989;2018;29
US8233773B2;US;5;1988-12-23;0000-00-00;2019-11-22;Status Expire;G; United Video Properties Inc Rovi Guides Inc;1988;2019;31
US6808913B2;US;19;1988-07-01;0000-00-00;2016-10-26;Status Expire;C; Novozymes AS;1988;2016;28
USRE40667E1;US;32;1989-07-21;0000-00-00;2010-07-08;Status Expire;A; Warner Lambert Co LLC;1989;2010;21
US8353909B2;US;5;1988-06-13;0000-00-00;2017-01-15;Status Expire;A; Warsaw Orthopedic Inc;1988;2017;29
US6842729B2;US;6;1988-02-12;0000-00-00;2012-02-27;Status Expire;G; Cadence Design Systems Inc;1988;2012;24
US7004908B2;US;6;1987-06-26;0000-00-00;2014-02-28;Status Expire;A; Resmed Pty Ltd;1987;2014;27
US6860559B2;US;40;1989-04-08;0000-00-00;2017-03-01;Status Expire;A; L&P Property Management Co;1989;2017;28
US7232566B2;US;2;1988-11-23;0000-00-00;2019-06-19;Status Expire;A; Genetics Institute LLC University of Michigan US Department of Navy;1988;2019;31
EP0201184B1;EP;28;1985-03-28;0000-00-00;2006-03-27;Status Expire;B; F Hoffmann La Roche AG;1985;2006;21
US4965188A;US;1;1986-08-22;0000-00-00;1997-01-08;Status Expire;C; Roche Molecular Systems Inc;1986;1997;11
US3916899A;US;1;1973-04-25;0000-00-00;1974-04-28;Status Expire;A; Alza Corp;1973;1974;1
US3849241A;US;1;1968-12-23;0000-00-00;1978-07-11;Status Expire;D; ExxonMobil Research and Engineering Co;1968;1978;10
US5442771A;US;12;1988-07-15;0000-00-00;1996-06-17;Status Expire;G; International Business Machines Corp;1988;1996;8
EP0193259B1;EP;15;1985-01-18;0000-00-00;1998-11-12;Status Revoke;C; Bayer CropScience NV;1985;1998;13
US6523132B1;US;41;1989-04-13;0000-00-00;2016-05-16;Status Expire;G; SanDisk Technologies LLC;1989;2016;27
US3598123A;US;1;1969-01-04;0000-00-00;1979-11-12;Status Expire;A; Alza Corp;1969;1979;10
US6025167A;US;12;1986-03-12;0000-00-00;2008-02-15;Status Expire;C; Competitive Technologies Inc;1986;2008;22
EP0045809B1;EP;7;1980-02-25;0000-00-00;2001-02-23;Status Expire;C; Columbia University of New York;1980;2001;21
US4275149A;US;1;1978-11-24;0000-00-00;1998-02-17;Status Expire;G; Siemens Healthcare Diagnostics GmbH Germany Siemens Healthcare Diagnostics GmbH Germany;1978;1998;20
US5875437A;US;8;1987-04-15;0000-00-00;2011-02-23;Status Expire;G; HOME ACCOUNT NETWORK Inc;1987;2011;24
US6440667B1;US;7;1989-07-06;0000-00-00;2014-08-27;Status Expire;G; Affymetrix Inc;1989;2014;25
US4837028A;US;2;1986-12-24;0000-00-00;1989-02-22;Status Expire;A; Liposome Technology Inc;1986;1989;3
US4663220A;US;2;1985-07-30;0000-00-00;1996-11-30;Status Expire;B; Kimberly Clark Worldwide Inc;1985;1996;11
US4940464A;US;1;1987-12-16;0000-00-00;1996-11-30;Status Expire;A; Kimberly Clark Worldwide Inc;1987;1996;9
US5597378A;US;3;1983-10-14;0000-00-00;2009-01-28;Status Expire;A; Medtronic Inc;1983;2009;26
US5789568A;US;22;1989-08-25;0000-00-00;2010-08-04;Status Expire;C; Genetic Technologies Ltd;1989;2010;21
EP0171069B1;EP;14;1984-08-08;0000-00-00;2005-04-29;Status Expire;G; 3D Systems Inc;1984;2005;21
US4767628A;US;26;1981-02-16;0000-00-00;2004-08-31;Status Expire;A; AstraZeneca UK Ltd Syngenta Ltd;1981;2004;23
US5355453A;US;18;1989-08-09;0000-00-00;2003-06-12;Status Expire;G; Auspex Systems Inc;1989;2003;14
EP0310431B1;EP;14;1987-09-30;0000-00-00;2007-09-30;Status Expire;A; Valleylab Inc;1987;2007;20
EP0194276B2;EP;8;1984-03-09;0000-00-00;2005-09-03;Status Expire;G; UCB Celltech Ltd;1984;2005;21
US5040715A;US;11;1989-05-26;0000-00-00;1989-05-31;Status Expire;A; United States Surgical Corp;1989;1989;0
US6023010A;US;8;1988-05-12;0000-00-00;2012-02-08;Status Expire;A; GenPharm International Inc;1988;2012;24
US3929135A;US;22;1974-12-20;0000-00-00;1975-07-15;Status Expire;A; Procter and Gamble Co;1974;1975;1
EP0427519B1;EP;7;1982-06-10;0000-00-00;2005-11-06;Status Expire;A; Merck and Co Inc;1982;2005;23
US4098876A;US;1;1976-10-26;0000-00-00;1985-11-05;Status Expire;G; Chiron Diagnostics Corp;1976;1985;9
US6572553B2;US;9;1988-03-21;0000-00-00;2011-06-03;Status Expire;A; Boston Scientific Scimed Inc;1988;2011;23
US6113621A;US;5;1987-10-19;0000-00-00;2008-09-05;Status Expire;A; Medtronic Inc;1987;2008;21
US4834735A;US;22;1986-07-18;0000-00-00;1986-07-18;Status Expire;A; Procter and Gamble Co;1986;1986;0
US5353121A;US;2;1989-10-30;0000-00-00;2014-07-02;Status Expire;G; Insight Telecast Inc Starsight Telecast Inc;1989;2014;25
EP0288163B1;EP;10;1979-04-13;0000-00-00;2007-03-24;Status Expire;A; US Department of Health and Human Services US Department of Commerce;1979;2007;28
US4904260A;US;7;1987-08-20;0000-00-00;2006-06-07;Status Expire;A; RAY MEDICA Inc RAYMEDICA LLC;1987;2006;19
EP0442969B1;EP;15;1988-11-14;0000-00-00;2009-11-12;Status Expire;G; Abbott Point of Care Inc;1988;2009;21
US5019096A;US;8;1988-11-02;0000-00-00;1988-10-14;Status Expire;A; Columbia University of New York;1988;1988;0
US4977455A;US;22;1988-07-15;0000-00-00;2010-03-17;Status Expire;G; Starsight Telecast Inc;1988;2010;22
US5101353A;US;4;1989-05-31;0000-00-00;2004-03-31;Status Expire;G; STATE STREET CAPITAL MARKETS LLC STATES STREET BROKERAGE SERVICES Inc;1989;2004;15
US5278302A;US;3;1988-05-26;0000-00-00;2002-01-11;Status Expire;C; University Patents Inc;1988;2002;14
US3404134A;US;24;1961-08-31;0000-00-00;1964-08-31;Status Expire;B; EI Du Pont de Nemours and Co;1961;1964;3
EP0421729B1;EP;6;1989-02-10;0000-00-00;2001-07-03;Status Expire;A; Medtronic Inc;1989;2001;12
EP0473241B1;EP;65;1986-08-13;0000-00-00;2007-08-07;Status Expire;G; LifeScan Inc;1986;2007;21
US4898156A;US;15;1987-05-18;0000-00-00;1988-03-29;Status Expire;A; Mitek Surgical Products Inc;1987;1988;1
US5400246A;US;1;1989-09-05;0000-00-00;2016-01-22;Status Expire;G; ANSAN INDUSTRIES Ltd I/o Port Systems Partnership ANSAN IND Ltd;1989;2016;27
EP0270604B1;EP;8;1986-02-06;0000-00-00;2007-05-12;Status Expire;G; AT&T Corp;1986;2007;21
US5916024A;US;2;1986-10-03;0000-00-00;2009-12-21;Status Expire;G; QUEST NETTECH Corp Response Reward Systems LC;1986;2009;23
EP0140552B1;EP;8;1983-10-14;0000-00-00;1990-05-21;Status Expire;A; Ethicon Inc;1983;1990;7
US4969880A;US;8;1989-03-04;0000-00-00;2011-01-07;Status Expire;A; KCI Licensing Inc;1989;2011;22
EP0694559B1;EP;13;1987-10-22;0000-00-00;2006-06-30;Status Expire;A; Temple University of Commonwealth System of Higher Education;1987;2006;19
US5458638A;US;6;1989-06-07;0000-00-00;2004-04-29;Status Expire;A; Zimmer Spine Inc;1989;2004;15
US5696251A;US;3;1987-09-21;0000-00-00;2015-05-29;Status Expire;C; Gen Probe Inc;1987;2015;28
US5588432A;US;1;1988-03-21;0000-00-00;2008-12-31;Status Expire;A; Boston Scientific Corp;1988;2008;20
EP0346564B1;EP;5;1988-06-17;0000-00-00;2005-10-31;Status Expire;A; Medtronic Inc;1988;2005;17
US5865178A;US;12;1986-02-28;0000-00-00;1995-07-01;Status Expire;A; Cardiovascular Imaging Systems Inc Boston Scientific Scimed Inc;1986;1995;9
US4950227A;US;5;1988-07-11;0000-00-00;1995-07-01;Status Expire;A; Boston Scientific Corp Boston Scientific Scimed Inc;1988;1995;7
US5339392A;US;10;1989-07-27;0000-00-00;2016-11-21;Status Expire;G; Thomson Reuters Global Resources ULC Teknekron Software Systems Inc;1989;2016;27
EP0424648B1;EP;6;1989-10-23;0000-00-00;2006-10-02;Status Expire;H; Arris Technology Inc;1989;2006;17
US5512439A;US;1;1988-11-21;0000-00-00;2006-01-12;Status Expire;G; Life Technologies AS;1988;2006;18
US5061275A;US;5;1986-04-21;0000-00-00;1991-11-14;Status Expire;A; AMS Medinvent SA;1986;1991;5
US5306286A;US;2;1987-06-25;0000-00-00;1991-08-27;Status Expire;A; Duke University;1987;1991;4
US4671445A;US;7;1984-09-08;0000-00-00;1995-09-15;Status Expire;A; United States Surgical Corp Baxter International Inc;1984;1995;11
US4908112A;US;1;1988-06-16;0000-00-00;2005-04-26;Status Expire;G; Dade Behring Inc;1988;2005;17
EP0068777B1;EP;7;1981-06-26;0000-00-00;2002-01-01;Status Expire;A; 3M Co;1981;2002;21
US4277437A;US;1;1978-05-04;0000-00-00;1998-02-17;Status Expire;G; Siemens Healthcare Diagnostics GmbH Germany Siemens Healthcare Diagnostics GmbH Germany;1978;1998;20
US5550111A;US;1;1984-11-07;0000-00-00;2001-01-10;Status Expire;A; Temple University of Commonwealth System of Higher Education;1984;2001;17
EP0329681B1;EP;5;1986-10-14;0000-00-00;2006-10-31;Status Expire;G; Electronic Publishing Resources Inc;1986;2006;20
US5264562A;US;3;1989-10-24;0000-00-00;1999-03-18;Status Expire;C; Ionis Pharmaceuticals Inc;1989;1999;10
US6377935B1;US;3;1989-01-05;0000-00-00;2019-02-15;Status Expire;G; Catalina Marketing Corp;1989;2019;30
US4732152A;US;15;1984-05-12;0000-00-00;1991-11-14;Status Expire;A; AMS Medinvent SA;1984;1991;7
US5527293A;US;1;1989-03-04;0000-00-00;2017-02-03;Status Expire;A; KCI Licensing Inc;1989;2017;28
